ENSEMBL	OriginalENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENTREZID	SYMBOL	GENENAME
ENSG00000164794	ENSG00000164794.8	831.036365266526	1.65399400441199	0.135613449699761	132.713580047683	1.04443564241618e-30	1.93185584831047e-28	27012	KCNV1	potassium voltage-gated channel modifier subfamily V member 1
ENSG00000164830	ENSG00000164830.18	1984.00537666404	1.30405619229319	0.14137901293392	75.3749203546319	3.89303674496156e-18	2.34780607630113e-16	55074	OXR1	oxidation resistance 1
ENSG00000164849	ENSG00000164849.9	266.388012421669	-1.66283521161298	0.245981054428623	48.0035979729193	4.25437746033277e-12	1.20186163254401e-10	115330	GPR146	G protein-coupled receptor 146
ENSG00000164867	ENSG00000164867.10	260.897799574536	-1.05633782328324	0.136134314628238	60.6929057212712	6.6710119203113e-15	2.77824570653568e-13	4846	NOS3	nitric oxide synthase 3
ENSG00000164885	ENSG00000164885.12	1283.42379008446	1.13791461564821	0.210603138823512	24.7943622759235	6.37837524753522e-07	7.2846369807052e-06	1020	CDK5	cyclin dependent kinase 5
ENSG00000164904	ENSG00000164904.16	2850.63118637664	-1.32527578948433	0.363162417517763	13.3076783919733	0.000264321440842729	0.00156135924796823	501	ALDH7A1	aldehyde dehydrogenase 7 family member A1
ENSG00000164938	ENSG00000164938.13	229.189441830924	-1.13837463199395	0.33345049530175	12.1994478348563	0.00047803662964739	0.00261306170893106	94241	TP53INP1	tumor protein p53 inducible nuclear protein 1
ENSG00000164949	ENSG00000164949.7	144.466921132482	-1.06881363848654	0.349804790484192	9.62651384568559	0.00191788300472995	0.00860189493411052	2669	GEM	GTP binding protein overexpressed in skeletal muscle
ENSG00000164951	ENSG00000164951.15	2118.97949597694	1.34342625131379	0.0907105235088855	205.415830701261	1.37421009444196e-46	8.27249491215981e-44	54704	PDP1	pyruvate dehydrogenase phosphatase catalytic subunit 1
ENSG00000164972	ENSG00000164972.12	275.550285494147	1.17530594293147	0.129862053879371	78.546946452655	7.8119494579837e-19	5.03202012848993e-17	84688	C9orf24	chromosome 9 open reading frame 24
ENSG00000165023	ENSG00000165023.6	3811.67634420211	1.02718771306502	0.119392960910003	68.2718234543958	1.42441855397868e-16	7.16748771123728e-15	54769	DIRAS2	DIRAS family GTPase 2
ENSG00000165029	ENSG00000165029.15	407.029767377572	-1.7504644103976	0.387903365787593	20.4489579526204	6.12428916975944e-06	5.59671791668687e-05	19	ABCA1	ATP binding cassette subfamily A member 1
ENSG00000165061	ENSG00000165061.14	441.46624101685	1.73660121307534	0.143265236877373	131.731794297915	1.71262632233183e-30	3.09854343749095e-28	79698	ZMAT4	zinc finger matrin-type 4
ENSG00000165066	ENSG00000165066.12	20.6542466997918	1.28704031035811	0.385534929799425	9.91759558902669	0.0016370610398511	0.00751765477346656	157848	NKX6-3	NK6 homeobox 3
ENSG00000165072	ENSG00000165072.9	24.5032471162346	1.2949721320644	0.296095031758112	20.0027644022966	7.73302884509991e-06	6.88260354925841e-05	256691	MAMDC2	MAM domain containing 2
ENSG00000165125	ENSG00000165125.18	244.348184613994	1.89208107465278	0.179763795573011	99.5888797186591	1.87554595772928e-23	1.90482978878708e-21	55503	TRPV6	transient receptor potential cation channel subfamily V member 6
ENSG00000165175	ENSG00000165175.15	2806.97894870666	-1.03640637712779	0.258317907544034	16.960447390426	3.81667061125383e-05	0.000285186520577755	58526	MID1IP1	MID1 interacting protein 1
ENSG00000165178	ENSG00000165178.9	22.3406048382738	-1.52900951835869	0.454304233517673	9.96076531447322	0.00159911566603767	0.00736986645139772	654817	NCF1C	neutrophil cytosolic factor 1C pseudogene
ENSG00000165269	ENSG00000165269.12	33.9548693951083	1.86367499800265	0.366836321370833	23.95801431711	9.84595767042744e-07	1.0826629442384e-05	364	AQP7	aquaporin 7
ENSG00000165424	ENSG00000165424.6	5490.85148187813	-1.5583702818314	0.274876133062894	33.7191742274962	6.36700076098964e-09	1.07773531797345e-07	219654	ZCCHC24	zinc finger CCHC-type containing 24
ENSG00000165449	ENSG00000165449.11	318.988448330558	-2.15211428125135	0.637467268773847	11.7287019282969	0.000615435042329125	0.00324687777345954	220963	SLC16A9	solute carrier family 16 member 9
ENSG00000165476	ENSG00000165476.13	960.569174834141	-1.0393778189888	0.310274048700281	11.7177394971152	0.000619071085998746	0.00326197882753701	221035	REEP3	receptor accessory protein 3
ENSG00000165478	ENSG00000165478.6	6990.25006286838	-1.07500378230356	0.342216688939755	10.2998227419402	0.00133042988214957	0.00630987007134937	220296	HEPACAM	hepatic and glial cell adhesion molecule
ENSG00000165495	ENSG00000165495.15	1045.38905263688	1.23237069410446	0.195804287024889	34.1825183997055	5.01776964698432e-09	8.70719786383668e-08	63876	PKNOX2	PBX/knotted 1 homeobox 2
ENSG00000165507	ENSG00000165507.8	1159.50114132459	-3.00935421051472	0.199559797169268	228.484658278969	1.27590399190254e-51	1.11168171757635e-48	11067	DEPP1	DEPP1 autophagy regulator
ENSG00000165555	ENSG00000165555.9	20.7042393054233	-1.07316671642584	0.33641407251565	10.6051097036139	0.0011277556626647	0.00548697461207427	122945	NOXRED1	NADP dependent oxidoreductase domain containing 1
ENSG00000165566	ENSG00000165566.12	5569.3659918448	-1.00169294933402	0.206021863826299	24.8131637097123	6.31646318307643e-07	7.21890850978521e-06	219287	AMER2	APC membrane recruitment protein 2
ENSG00000165606	ENSG00000165606.8	21.5818786916655	3.11655466698013	0.679061582970692	19.3039413500837	1.11476001607372e-05	9.55438503033518e-05	644168	DRGX	dorsal root ganglia homeobox
ENSG00000165621	ENSG00000165621.8	29.3473395875198	2.60125439017596	0.31305517066193	79.3367822655903	5.23754744223591e-19	3.46127661207562e-17	27199	OXGR1	oxoglutarate receptor 1
ENSG00000165704	ENSG00000165704.14	1371.86507695994	1.24641379848137	0.125156973697645	94.0442899616489	3.08542179346252e-22	2.79112650709701e-20	3251	HPRT1	hypoxanthine phosphoribosyltransferase 1
ENSG00000165731	ENSG00000165731.17	213.943089022832	1.3898821363432	0.212507712502706	37.3644221425	9.799353885042e-10	1.93815297359531e-08	5979	RET	ret proto-oncogene
ENSG00000165806	ENSG00000165806.19	166.885653264487	-1.46472846381488	0.44206274231247	10.6423474223146	0.00110527293890602	0.00540139951796891	840	CASP7	caspase 7
ENSG00000165828	ENSG00000165828.14	21.0989005928278	1.88856431176052	0.474979613765925	15.2747560704662	9.29504450686889e-05	0.000622596861375525	118471	PRAP1	proline rich acidic protein 1
ENSG00000165868	ENSG00000165868.13	3274.07505953802	1.17593743030878	0.149252020697805	54.9310922076641	1.24830521676934e-13	4.40150558274932e-12	259217	HSPA12A	heat shock protein family A (Hsp70) member 12A
ENSG00000165887	ENSG00000165887.11	67.9073411267389	1.51926067367029	0.303502326566024	23.1978008096521	1.46164384718657e-06	1.55256869222009e-05	26287	ANKRD2	ankyrin repeat domain 2
ENSG00000165895	ENSG00000165895.17	108.390820272555	-1.47294249902865	0.470333505237816	9.9958936625769	0.0015688967400339	0.00724572494989292	143872	ARHGAP42	Rho GTPase activating protein 42
ENSG00000165899	ENSG00000165899.10	66.1549411847254	1.51139742588122	0.22338089385748	46.6307693128827	8.57039215355955e-12	2.3107256825098e-10	283310	OTOGL	otogelin like
ENSG00000165929	ENSG00000165929.12	79.7090359280901	1.04411698354643	0.259369171473503	14.919214785113	0.000112214212132534	0.000734975341146601	123036	TC2N	tandem C2 domains, nuclear
ENSG00000165943	ENSG00000165943.4	4307.17901491274	1.3250851281379	0.304761572842478	14.2631154576648	0.000158949294529144	0.00100164678198809	64112	MOAP1	modulator of apoptosis 1
ENSG00000165983	ENSG00000165983.14	1069.16006126915	1.35315826075432	0.157499384678351	69.4574358002857	7.8081472813687e-17	4.04569559215706e-15	9317	PTER	phosphotriesterase related
ENSG00000166006	ENSG00000166006.12	1766.01860841151	1.54108226163407	0.228488530845501	36.799378828868	1.30931960899445e-09	2.52771212444298e-08	3747	KCNC2	potassium voltage-gated channel subfamily C member 2
ENSG00000166123	ENSG00000166123.13	2883.12355578604	-1.23805884277639	0.192058916467765	43.9018616848336	3.45260313295328e-11	8.51170790237901e-10	84706	GPT2	glutamic--pyruvic transaminase 2
ENSG00000166130	ENSG00000166130.14	60.3540912755856	-1.18685733717443	0.236679335669123	26.3665870394793	2.8238339442845e-07	3.47529605311642e-06	121457	IKBIP	IKBKB interacting protein
ENSG00000166159	ENSG00000166159.10	758.14143820946	1.85399797173211	0.27719601722059	34.7609342044303	3.72779123159707e-09	6.66073609751469e-08	654429	LRTM2	leucine rich repeats and transmembrane domains 2
ENSG00000166199	ENSG00000166199.12	245.908065557067	1.05912934128824	0.252320208436747	14.7981451162825	0.000119653135510566	0.000777393183598769	221120	ALKBH3	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase
ENSG00000166257	ENSG00000166257.8	4431.33577920735	1.10415029179796	0.236994431330288	17.8848192759372	2.34685692926337e-05	0.000186246610908391	55800	SCN3B	sodium voltage-gated channel beta subunit 3
ENSG00000166289	ENSG00000166289.5	138.25213270429	-1.0248247696076	0.184075484850192	31.9921032353645	1.54800575231772e-08	2.43945371030402e-07	79156	PLEKHF1	pleckstrin homology and FYVE domain containing 1
ENSG00000166292	ENSG00000166292.11	138.526916788356	-1.75339210855943	0.390531322288629	20.2634812894396	6.74763044142943e-06	6.09569703370496e-05	55273	TMEM100	transmembrane protein 100
ENSG00000166448	ENSG00000166448.14	6262.84916086316	1.31304703342975	0.34228366143315	10.5671736582116	0.00115113594372619	0.00557777842248358	222865	TMEM130	transmembrane protein 130
ENSG00000166483	ENSG00000166483.10	76.5795542078809	-1.69292457055277	0.323222593715131	29.0013749508142	7.23269447714162e-08	1.00321441744316e-06	7465	WEE1	WEE1 G2 checkpoint kinase
ENSG00000166508	ENSG00000166508.17	1428.48828943641	-1.24529507681468	0.132270896552927	93.1683867366783	4.80291805552303e-22	4.28624835310814e-20	4176	MCM7	minichromosome maintenance complex component 7
ENSG00000166558	ENSG00000166558.10	22.8764600176202	2.28964383134379	0.645312667995485	11.2731415443711	0.000786365391145973	0.00401043926917006	146167	SLC38A8	solute carrier family 38 member 8
ENSG00000166579	ENSG00000166579.15	1544.24257175552	1.14964696646202	0.225355948809987	21.544536833466	3.45706082281839e-06	3.34286877285905e-05	81565	NDEL1	nudE neurodevelopment protein 1 like 1
ENSG00000166596	ENSG00000166596.14	51.7148796455105	1.51427859104886	0.3055570688964	21.9060199406161	2.86334275831651e-06	2.83500046008078e-05	146845	CFAP52	cilia and flagella associated protein 52
ENSG00000166682	ENSG00000166682.10	381.368489912965	-1.80472064679708	0.310230074213755	29.4906763676574	5.61863445968284e-08	7.96691084906377e-07	80975	TMPRSS5	transmembrane serine protease 5
ENSG00000166689	ENSG00000166689.15	192.499327010286	-1.0201022672343	0.202691940844199	26.5326229754017	2.59125066745091e-07	3.21927648587739e-06	144100	PLEKHA7	pleckstrin homology domain containing A7
ENSG00000166710	ENSG00000166710.17	8184.90610687169	-1.32965036793834	0.207014385164407	43.5652409910243	4.10058108367716e-11	9.9901500441109e-10	567	B2M	beta-2-microglobulin
ENSG00000166780	ENSG00000166780.10	4752.57924680437	1.03148770977856	0.24780001530594	14.097855081328	0.000173541563207947	0.00108158136870766	89927	BMERB1	bMERB domain containing 1
ENSG00000166801	ENSG00000166801.15	209.072780514435	-1.29377488747607	0.258087565781082	26.4435182414637	2.71357504464136e-07	3.34987905119428e-06	63901	FAM111A	FAM111 trypsin like peptidase A
ENSG00000166803	ENSG00000166803.10	20.5868465811741	-1.47782096901174	0.328345524753442	20.683645863106	5.4176753964792e-06	5.01744936229454e-05	9768	PCLAF	PCNA clamp associated factor
ENSG00000166819	ENSG00000166819.11	103.899266523864	-2.01800993379608	0.324532950805758	39.5440019953153	3.20750071397485e-10	6.82500907062938e-09	5346	PLIN1	perilipin 1
ENSG00000166922	ENSG00000166922.8	4835.3988510475	1.26773903126729	0.18924883740929	38.1924769934463	6.40990723732282e-10	1.30199766086209e-08	6447	SCG5	secretogranin V
ENSG00000166925	ENSG00000166925.8	5766.32531687764	-1.08180515293719	0.212324905506298	27.402844539942	1.65188077516244e-07	2.13307802593031e-06	81628	TSC22D4	TSC22 domain family member 4
ENSG00000166927	ENSG00000166927.12	89.7962872914208	-1.43350608682309	0.207346283267646	46.0947448491315	1.12670269025227e-11	2.97480058784388e-10	58475	MS4A7	membrane spanning 4-domains A7
ENSG00000166928	ENSG00000166928.10	36.9011392752771	-1.95755424625859	0.352939482038337	29.8981127923232	4.55355831841576e-08	6.56636595663883e-07	84689	MS4A14	membrane spanning 4-domains A14
ENSG00000167107	ENSG00000167107.12	308.420665525965	-1.13942759875937	0.219999340982508	27.9247639903668	1.26125197180253e-07	1.67302850698758e-06	80221	ACSF2	acyl-CoA synthetase family member 2
ENSG00000167114	ENSG00000167114.12	1380.33172019831	1.12914608386197	0.29219235239161	11.5252685618591	0.000686565316971233	0.00356516484937274	10999	SLC27A4	solute carrier family 27 member 4
ENSG00000167131	ENSG00000167131.16	296.738910666292	-1.68785934815469	0.211207861645355	59.4441790897611	1.25812681766628e-14	5.03691908175487e-13	388389	CCDC103	coiled-coil domain containing 103
ENSG00000167207	ENSG00000167207.11	21.5007942805151	-2.82534615027358	0.341164356611329	76.1879732178068	2.57907708898e-18	1.59014270649979e-16	64127	NOD2	nucleotide binding oligomerization domain containing 2
ENSG00000167208	ENSG00000167208.14	32.0829057300267	-2.3697273724177	0.531756200800813	14.3294056230714	0.000153449108716273	0.000971238107529551	124460	SNX20	sorting nexin 20
ENSG00000167210	ENSG00000167210.16	34.6020244945941	2.19425316012215	0.422214551097513	22.3436424238754	2.27966482734736e-06	2.31667964299091e-05	125336	LOXHD1	lipoxygenase homology PLAT domains 1
ENSG00000167281	ENSG00000167281.18	3683.55523329729	1.23724561364474	0.156029245616285	56.067590263206	7.00219192053979e-14	2.56603376188095e-12	146713	RBFOX3	RNA binding fox-1 homolog 3
ENSG00000167315	ENSG00000167315.17	1013.85571874771	-1.29342770650645	0.328070142209788	16.0038783348928	6.32128576413777e-05	0.000442476639249128	10449	ACAA2	acetyl-CoA acyltransferase 2
ENSG00000167414	ENSG00000167414.4	32.8850019424717	-1.96476591431893	0.297926767717382	46.4438956926085	9.42796090218028e-12	2.52548832937125e-10	94235	GNG8	G protein subunit gamma 8
ENSG00000167434	ENSG00000167434.9	346.075440266412	1.87621478825941	0.346450101115296	21.5756062405298	3.40150716192997e-06	3.29588822430024e-05	762	CA4	carbonic anhydrase 4
ENSG00000167535	ENSG00000167535.7	2214.04214728971	1.09275101545211	0.288906307964583	11.3111056545748	0.000770448808672727	0.00393775696300484	784	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3
ENSG00000167549	ENSG00000167549.18	1294.42913807663	1.10015002199381	0.094471866373981	126.735811510761	2.12225185145563e-29	3.54876952271941e-27	84940	CORO6	coronin 6
ENSG00000167550	ENSG00000167550.10	116.769798439486	1.50884859805255	0.258196864000819	29.3794892444514	5.95041035449313e-08	8.39063613402526e-07	121268	RHEBL1	RHEB like 1
ENSG00000167656	ENSG00000167656.4	20.643638160237	2.0540132366805	0.452496824071806	21.0848910264256	4.39378898372733e-06	4.14573837167934e-05	8581	LY6D	lymphocyte antigen 6 family member D
ENSG00000167693	ENSG00000167693.16	361.748800620556	-1.3307208877735	0.131677639292559	106.668877403539	5.26124627081717e-25	6.15528631733165e-23	64359	NXN	nucleoredoxin
ENSG00000167766	ENSG00000167766.18	1024.94282744368	-1.16331695697319	0.214011473872228	31.1641982895113	2.37098796118185e-08	3.59235736319621e-07	55769	ZNF83	zinc finger protein 83
ENSG00000167771	ENSG00000167771.5	304.191092840496	1.66852470467452	0.220074172483025	49.7339995370145	1.76068215250186e-12	5.30914621012606e-11	283248	RCOR2	REST corepressor 2
ENSG00000167772	ENSG00000167772.11	796.496647326729	-3.52783148991989	0.704287789871167	21.0807105423514	4.40338521159193e-06	4.1517987619024e-05	51129	ANGPTL4	angiopoietin like 4
ENSG00000167779	ENSG00000167779.7	352.856462429467	1.58538390241115	0.155715136323003	92.990790807316	5.25382377599477e-22	4.66350808041316e-20	3489	IGFBP6	insulin like growth factor binding protein 6
ENSG00000167851	ENSG00000167851.13	88.2805565133704	-2.13940304205747	0.500697872526608	11.8880841986484	0.000564941998873295	0.00301542231834531	11314	CD300A	CD300a molecule
ENSG00000167880	ENSG00000167880.7	66.7075590083614	1.92496031447008	0.432014150381472	16.3935155674583	5.14609785157508e-05	0.000370637706695234	2125	EVPL	envoplakin
ENSG00000167889	ENSG00000167889.12	2954.22095154349	1.03714884941057	0.216391270420389	20.1307699142876	7.23237336869546e-06	6.48758195242856e-05	146664	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
ENSG00000167900	ENSG00000167900.11	65.5359062047399	-1.31553381565421	0.380370534047365	9.49194544598264	0.00206375875742055	0.00914344824025652	7083	TK1	thymidine kinase 1
ENSG00000167992	ENSG00000167992.12	87.9187546209918	1.24097720480847	0.155370834803604	65.9168631660959	4.70350134405369e-16	2.23285718724086e-14	220001	VWCE	von Willebrand factor C and EGF domains
ENSG00000168000	ENSG00000168000.14	10630.484677549	1.31790798372386	0.280007695908266	17.3212402170661	3.1563903188622e-05	0.000241239443830121	26580	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
ENSG00000168016	ENSG00000168016.13	825.594067032093	1.20808436776274	0.139450286564733	67.6298728805234	1.97256135000596e-16	9.79153429345538e-15	9881	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1
ENSG00000168032	ENSG00000168032.8	317.095331878794	1.59626878254263	0.339303016498612	16.2412463382457	5.57666576064938e-05	0.000397218948426487	956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3
ENSG00000168062	ENSG00000168062.9	37.2655890548855	-1.6487606580843	0.338782847173372	24.96426500981	5.84028064711848e-07	6.72576876331985e-06	116071	BATF2	basic leucine zipper ATF-like transcription factor 2
ENSG00000168077	ENSG00000168077.13	2044.46939119418	-1.0517825527024	0.239160952772771	20.3332167000777	6.50612500124732e-06	5.90491482089632e-05	51435	SCARA3	scavenger receptor class A member 3
ENSG00000168135	ENSG00000168135.4	2287.94042690794	1.85485004328358	0.461637434084611	10.7139898883579	0.00106328490670888	0.00521436236016024	3761	KCNJ4	potassium inwardly rectifying channel subfamily J member 4
ENSG00000168140	ENSG00000168140.4	384.719105891388	-1.25479519004595	0.359350822743309	12.4955745707164	0.000407917154487179	0.00227445757290603	114990	VASN	vasorin
ENSG00000168209	ENSG00000168209.4	1307.31804402116	-1.37949939282487	0.301262913784881	21.5177764917146	3.50563890201005e-06	3.38588676798864e-05	54541	DDIT4	DNA damage inducible transcript 4
ENSG00000168306	ENSG00000168306.12	107.309342451824	-1.42401018513825	0.338933997405578	18.4376663406436	1.75553362616117e-05	0.000143515957601408	8309	ACOX2	acyl-CoA oxidase 2
ENSG00000168309	ENSG00000168309.16	33485.4877361277	-2.36420298892504	0.408342554448442	32.9102340065112	9.65138554914711e-09	1.58742038821019e-07	11170	FAM107A	family with sequence similarity 107 member A
ENSG00000168314	ENSG00000168314.17	29629.9234785405	-2.08259811529614	0.313036299135547	45.6704216712365	1.3991969705131e-11	3.65924269326368e-10	4336	MOBP	myelin associated oligodendrocyte basic protein
ENSG00000168348	ENSG00000168348.3	67.5992187716879	1.40654960580614	0.201435193306002	48.115694349543	4.01797549950719e-12	1.14091896066195e-10	84684	INSM2	INSM transcriptional repressor 2
ENSG00000168394	ENSG00000168394.10	569.382178029343	-1.26167594026207	0.135053060074831	91.6811056535309	1.01832569528395e-21	8.78014204300945e-20	6890	TAP1	transporter 1, ATP binding cassette subfamily B member
ENSG00000168404	ENSG00000168404.12	112.160994337222	-1.70252987541431	0.181704200933093	91.8763308457187	9.22660115467441e-22	7.99695124686165e-20	197259	MLKL	mixed lineage kinase domain like pseudokinase
ENSG00000168405	ENSG00000168405.14	133.214606502727	-1.10989701165151	0.345275138810922	10.6436980439928	0.00110446606016136	0.0053982531422915	8418	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
ENSG00000168453	ENSG00000168453.14	1454.29449456283	1.41377985889868	0.147234504139983	80.467384378992	2.95543007297116e-19	2.00515029274595e-17	55806	HR	HR lysine demethylase and nuclear receptor corepressor
ENSG00000168490	ENSG00000168490.13	11668.5194670731	1.39147374427039	0.305552422630541	15.7430591698519	7.25536524669888e-05	0.000499933169517073	9796	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein
ENSG00000168539	ENSG00000168539.3	2087.72486783572	1.6190682187563	0.210552481362066	49.0064552823252	2.55121505902461e-12	7.4618533029369e-11	1128	CHRM1	cholinergic receptor muscarinic 1
ENSG00000168546	ENSG00000168546.10	878.303446246424	1.89824876272777	0.195073185294762	77.9744790983945	1.04380488393831e-18	6.68459108361965e-17	2675	GFRA2	GDNF family receptor alpha 2
ENSG00000168610	ENSG00000168610.14	1827.14464620327	-1.03576843443595	0.123053624086941	74.2079758551094	7.03056681989148e-18	4.14928764420298e-16	6774	STAT3	signal transducer and activator of transcription 3
ENSG00000168710	ENSG00000168710.17	8655.31807464776	-1.29854094580989	0.316072453286849	17.5859577368199	2.74608627404693e-05	0.000213426947516343	10768	AHCYL1	adenosylhomocysteinase like 1
ENSG00000168748	ENSG00000168748.13	220.106484702463	1.24283243456085	0.203681654816691	33.0739393517283	8.87199281639129e-09	1.46798006075912e-07	766	CA7	carbonic anhydrase 7
ENSG00000168811	ENSG00000168811.6	38.5877496513037	-1.90768499886413	0.503245459020015	14.1101835201574	0.000172407861967976	0.00107520284458424	3592	IL12A	interleukin 12A
ENSG00000168824	ENSG00000168824.14	1792.07294143127	1.96290745498681	0.226592553091108	59.5710163747009	1.17959685073107e-14	4.73397237949758e-13	27065	NSG1	neuronal vesicle trafficking associated 1
ENSG00000168874	ENSG00000168874.12	254.847445085131	-1.81178669317833	0.188322822524798	89.8876209020615	2.52079339312393e-21	2.08486036007231e-19	84913	ATOH8	atonal bHLH transcription factor 8
ENSG00000168884	ENSG00000168884.14	234.570218928117	-1.00341912042019	0.123882174673633	66.0538187200519	4.38776924708619e-16	2.0993446821066e-14	79155	TNIP2	TNFAIP3 interacting protein 2
ENSG00000168887	ENSG00000168887.10	350.704831134555	-1.18620782166178	0.129915245191339	85.7669186836165	2.02444737148273e-20	1.55156083385236e-18	388969	C2orf68	chromosome 2 open reading frame 68
ENSG00000168899	ENSG00000168899.4	303.852348440561	-1.47830823661531	0.227524829403665	42.8756831889717	5.8331227505352e-11	1.38443628062702e-09	10791	VAMP5	vesicle associated membrane protein 5
ENSG00000168938	ENSG00000168938.5	87.5973279117314	-1.15820597460711	0.27684931293481	18.4294637363681	1.76310648234409e-05	0.000144063900602	5480	PPIC	peptidylprolyl isomerase C
ENSG00000168961	ENSG00000168961.16	283.443434774988	-1.86968595225101	0.281112114840745	38.1383361527466	6.59025109695111e-10	1.33290545857638e-08	3965	LGALS9	galectin 9
ENSG00000168993	ENSG00000168993.14	6461.54815519249	2.13587738285236	0.20108174726418	92.7016676987287	6.08023192659503e-22	5.36827730287026e-20	10815	CPLX1	complexin 1
ENSG00000168994	ENSG00000168994.13	405.761268102148	-1.71400160027383	0.297883250056672	34.2782699068831	4.77685783567982e-09	8.33938723570986e-08	221749	PXDC1	PX domain containing 1
ENSG00000169031	ENSG00000169031.18	81.1273547444994	-1.06224462829993	0.287282652567339	14.4323614085018	0.000145284146565346	0.000924507554993664	1285	COL4A3	collagen type IV alpha 3 chain
ENSG00000169032	ENSG00000169032.9	2933.33491997224	1.01425594978099	0.179536778788182	27.8835685987353	1.28839258847734e-07	1.70356989664122e-06	5604	MAP2K1	mitogen-activated protein kinase kinase 1
ENSG00000169105	ENSG00000169105.7	120.980885870613	-1.52315966212181	0.3086377689162	25.63385931855	4.12733311953285e-07	4.90143013825728e-06	113189	CHST14	carbohydrate sulfotransferase 14
ENSG00000169116	ENSG00000169116.11	1496.56920297981	1.81255581480157	0.3261456404797	22.0543411769543	2.65039581949076e-06	2.65031577129325e-05	25849	PARM1	prostate androgen-regulated mucin-like protein 1
ENSG00000169239	ENSG00000169239.12	345.260926366823	-1.04968520641148	0.264823778772252	16.5020902470197	4.85964703881153e-05	0.000352460139776585	11238	CA5B	carbonic anhydrase 5B
ENSG00000169242	ENSG00000169242.11	409.167171291553	-1.27974468141036	0.0972804148934247	178.355604366686	1.10781570025342e-40	4.58483375246133e-38	1942	EFNA1	ephrin A1
ENSG00000169252	ENSG00000169252.5	55.2492110010548	-1.28203358353342	0.315599654941957	16.9708757797466	3.79576341224873e-05	0.000284073080506653	154	ADRB2	adrenoceptor beta 2
ENSG00000169271	ENSG00000169271.2	75.5039161505252	1.75199031640493	0.201774083278132	76.3689950744316	2.35316999266047e-18	1.456282341813e-16	8988	HSPB3	heat shock protein family B (small) member 3
ENSG00000169297	ENSG00000169297.7	36.2810698871884	-2.10527816169511	0.400555373742758	25.3988046082143	4.66206918494965e-07	5.46781610501233e-06	190	NR0B1	nuclear receptor subfamily 0 group B member 1
ENSG00000169302	ENSG00000169302.14	263.193064578483	-1.2884693170281	0.177002235969647	53.9308470830877	2.07671558459067e-13	7.13997676949248e-12	202374	STK32A	serine/threonine kinase 32A
ENSG00000169314	ENSG00000169314.14	54.8794075347763	1.10405553903352	0.199862254986202	31.5143768474532	1.97969060972944e-08	3.04155806949104e-07	150248	C22orf15	chromosome 22 open reading frame 15
ENSG00000169385	ENSG00000169385.2	37.9593393756749	-4.6837969109194	0.990203859898716	13.0922071691698	0.0002965267603118	0.00172180015909565	6036	RNASE2	ribonuclease A family member 2
ENSG00000169427	ENSG00000169427.6	261.163468321283	1.43048657707809	0.195992545493166	47.0618691842476	6.87808693607578e-12	1.87893218124202e-10	51305	KCNK9	potassium two pore domain channel subfamily K member 9
ENSG00000169429	ENSG00000169429.10	48.1875267555905	-2.23837625008414	0.49147834675186	22.9039697667606	1.70299778349666e-06	1.78375683688044e-05	3576	CXCL8	C-X-C motif chemokine ligand 8
ENSG00000169436	ENSG00000169436.16	63.4068408818883	2.13234514802738	0.303776043271601	44.7039282049087	2.29197026242431e-11	5.7971614529111e-10	169044	COL22A1	collagen type XXII alpha 1 chain
ENSG00000169442	ENSG00000169442.8	26.3164909128438	1.15278464776174	0.325778430508583	12.7850113587366	0.000349407644097696	0.00198465220250997	1043	CD52	CD52 molecule
ENSG00000169554	ENSG00000169554.17	6183.67418962254	-1.26060043690727	0.342608001277423	13.8337216677745	0.000199719407520123	0.0012200202700339	9839	ZEB2	zinc finger E-box binding homeobox 2
ENSG00000169641	ENSG00000169641.13	1512.66694792134	1.36508014608642	0.119823751018908	117.401793907251	2.34424770697869e-27	3.44958654801589e-25	7798	LUZP1	leucine zipper protein 1
ENSG00000169715	ENSG00000169715.14	1405.71213047383	-1.37549127512661	0.325761915009755	18.2172951341451	1.97081044139349e-05	0.000159539273604149	4493	MT1E	metallothionein 1E
ENSG00000169744	ENSG00000169744.12	1676.54823287921	1.19483242474525	0.0555270457746822	445.335469152278	7.468926770859e-99	6.18221741140926e-95	9079	LDB2	LIM domain binding 2
ENSG00000169756	ENSG00000169756.16	309.749091681726	-1.13930705875617	0.320127622236888	13.0229590143619	0.000307695241786713	0.00177792002797841	3987	LIMS1	LIM zinc finger domain containing 1
ENSG00000169783	ENSG00000169783.12	4828.68826788145	1.28268119259429	0.256759599887366	19.9754981115162	7.84408897867089e-06	6.97020778300629e-05	84894	LINGO1	leucine rich repeat and Ig domain containing 1
ENSG00000169851	ENSG00000169851.15	1392.76312077041	1.02413521035349	0.161232745212276	39.0514523192401	4.12781944365272e-10	8.64440062997457e-09	5099	PCDH7	protocadherin 7
